district,facility,start_date,end_date,lead_time
kabompo dho,kayombo,2009-12-04,2009-12-30,26
kabompo dho,kayombo,2010-01-04,2010-01-27,23
kabompo dho,kayombo,2010-02-04,2010-03-28,52
kabompo dho,kayombo,2010-03-03,2010-03-28,25
kabompo dho,kayombo,2010-04-06,2010-04-24,18
kabompo dho,luansongwa,2009-08-03,2009-08-08,5
kabompo dho,luansongwa,2009-09-08,2009-09-23,15
kabompo dho,luansongwa,2009-10-05,2009-10-22,17
kabompo dho,luansongwa,2009-11-05,2009-11-28,23
kabompo dho,luansongwa,2009-12-04,2009-12-31,27
kabompo dho,luansongwa,2010-01-04,2010-01-26,22
kabompo dho,luansongwa,2010-02-04,2010-03-25,49
kabompo dho,luansongwa,2010-04-12,2010-04-23,11
kabompo dho,mayawu,2009-08-09,2009-09-08,30
kabompo dho,mayawu,2009-09-09,2009-10-22,43
kabompo dho,mayawu,2009-10-09,2009-10-22,13
kabompo dho,mayawu,2009-11-05,2009-11-28,23
kabompo dho,mayawu,2009-12-05,2009-12-31,26
kabompo dho,mayawu,2010-01-08,2010-01-26,18
kabompo dho,mayawu,2010-02-03,2010-03-25,50
kabompo dho,mayawu,2010-03-02,2010-03-25,23
kabompo dho,mayawu,2010-04-07,2010-04-23,16
kabompo dho,ndungo,2009-09-07,2009-09-28,21
kabompo dho,ndungo,2009-11-04,2009-11-29,25
kabompo dho,ndungo,2009-12-04,2009-12-28,24
kabompo dho,ndungo,2010-01-04,2010-01-06,2
kabompo dho,ndungo,2010-02-02,2010-03-27,53
kabompo dho,ndungo,2010-04-06,2010-04-22,16
kabompo dho,loloma,2009-08-10,2009-09-22,43
kabompo dho,loloma,2009-09-08,2009-09-22,14
kabompo dho,loloma,2009-10-05,2009-10-28,23
kabompo dho,loloma,2009-11-04,2009-11-27,23
kabompo dho,loloma,2009-12-04,2009-12-22,18
kabompo dho,loloma,2010-01-04,2010-01-22,18
kabompo dho,loloma,2010-02-08,2010-03-22,42
kabompo dho,loloma,2010-04-08,2010-04-23,15
milenge dho,milenge east 7,2009-06-03,2009-06-08,5
milenge dho,milenge east 7,2009-07-01,2009-07-07,6
milenge dho,milenge east 7,2009-08-01,2009-08-11,10
milenge dho,milenge east 7,2009-09-01,2009-09-04,3
milenge dho,milenge east 7,2009-10-07,2009-10-09,2
milenge dho,milenge east 7,2009-11-04,2009-11-16,12
milenge dho,milenge east 7,2009-12-03,2009-12-05,2
milenge dho,milenge east 7,2010-01-01,2010-01-06,5
milenge dho,milenge east 7,2010-02-01,2010-02-09,8
milenge dho,milenge east 7,2010-03-03,2010-04-10,38
milenge dho,milenge east 7,2010-04-01,2010-04-10,9
milenge dho,sokontwe,2009-06-08,2009-06-12,4
milenge dho,sokontwe,2009-07-01,2009-07-08,7
milenge dho,sokontwe,2009-08-05,2009-08-13,8
milenge dho,sokontwe,2009-09-08,2009-09-18,10
milenge dho,sokontwe,2009-10-06,2009-10-19,13
milenge dho,sokontwe,2009-11-03,2009-11-16,13
milenge dho,sokontwe,2009-11-04,2009-11-16,12
milenge dho,sokontwe,2010-01-05,2010-01-11,6
milenge dho,sokontwe,2010-02-02,2010-02-10,8
milenge dho,sokontwe,2010-03-07,2010-04-17,41
milenge dho,sokontwe,2010-04-05,2010-04-17,12
milenge dho,kapalala,2009-05-07,2009-05-21,14
milenge dho,kapalala,2009-06-08,2009-06-12,4
milenge dho,kapalala,2009-07-01,2009-07-08,7
milenge dho,kapalala,2009-08-06,2009-08-12,6
milenge dho,kapalala,2009-09-02,2009-09-14,12
milenge dho,kapalala,2009-10-08,2009-10-19,11
milenge dho,kapalala,2009-11-03,2009-11-16,13
milenge dho,kapalala,2009-12-05,2009-12-19,14
milenge dho,kapalala,2010-01-07,2010-01-12,5
milenge dho,kapalala,2010-02-01,2010-02-09,8
milenge dho,kapalala,2010-03-05,2010-04-15,41
milenge dho,lungo mukuta,2009-06-04,2009-06-11,7
milenge dho,lungo mukuta,2009-07-01,2009-08-15,45
milenge dho,lungo mukuta,2009-08-01,2009-08-15,14
milenge dho,lungo mukuta,2009-09-08,2009-09-30,22
milenge dho,lungo mukuta,2009-10-04,2009-10-08,4
milenge dho,lungo mukuta,2009-11-02,2009-11-06,4
milenge dho,lungo mukuta,2009-12-06,2010-01-05,30
milenge dho,lungo mukuta,2010-01-05,2010-04-09,94
milenge dho,lungo mukuta,2010-02-02,2010-04-09,66
milenge dho,lungo mukuta,2010-03-02,2010-04-09,38
milenge dho,lungo mukuta,2010-04-02,2010-04-09,7
milenge dho,chibende,2009-06-08,2009-06-14,6
milenge dho,chibende,2009-07-01,2009-07-12,11
milenge dho,chibende,2009-08-04,2009-08-20,16
milenge dho,chibende,2009-09-07,2009-09-15,8
milenge dho,chibende,2009-11-05,2009-11-20,15
milenge dho,chibende,2009-12-06,2009-12-23,17
milenge dho,chibende,2010-01-05,2010-01-08,3
milenge dho,chibende,2010-02-02,2010-02-12,10
milenge dho,chibende,2010-03-04,2010-04-20,47
milenge dho,chibende,2010-04-03,2010-04-20,17
milenge dho,lwela,2009-06-08,2009-06-14,6
milenge dho,lwela,2009-07-02,2009-07-12,10
milenge dho,lwela,2009-08-04,2009-08-20,16
milenge dho,lwela,2009-09-07,2009-09-15,8
milenge dho,lwela,2009-10-02,2009-10-12,10
milenge dho,lwela,2009-11-05,2009-11-20,15
milenge dho,lwela,2009-12-06,2009-12-23,17
milenge dho,lwela,2010-01-02,2010-01-08,6
milenge dho,lwela,2010-02-01,2010-02-12,11
milenge dho,lwela,2010-03-04,2010-04-20,47
milenge dho,lwela,2010-04-03,2010-04-20,17
milenge dho,mulumbi,2009-06-11,2009-06-14,3
milenge dho,mulumbi,2009-07-03,2009-07-12,9
milenge dho,mulumbi,2009-08-04,2009-08-20,16
milenge dho,mulumbi,2009-09-07,2009-09-14,7
milenge dho,mulumbi,2009-11-05,2009-11-19,14
milenge dho,mulumbi,2009-12-07,2009-12-23,16
milenge dho,mulumbi,2010-01-05,2010-01-08,3
milenge dho,mulumbi,2010-02-02,2010-02-12,10
milenge dho,mulumbi,2010-03-04,2010-04-19,46
milenge dho,kabange,2009-06-11,2009-06-14,3
milenge dho,kabange,2009-07-01,2009-07-12,11
milenge dho,kabange,2009-08-04,2009-08-20,16
milenge dho,kabange,2009-09-07,2009-09-14,7
milenge dho,kabange,2009-11-05,2009-11-19,14
milenge dho,kabange,2009-12-06,2009-12-23,17
milenge dho,kabange,2010-01-05,2010-01-08,3
milenge dho,kabange,2010-02-02,2010-02-12,10
milenge dho,kabange,2010-03-04,2010-04-19,46
milenge dho,kabange,2010-04-07,2010-04-19,12
mufumbwe dho,kinkonge,2009-09-08,2009-09-25,17
mufumbwe dho,kinkonge,2009-10-06,2009-10-28,22
mufumbwe dho,kinkonge,2009-11-04,2009-11-25,21
mufumbwe dho,kinkonge,2009-12-03,2009-12-28,25
mufumbwe dho,kinkonge,2010-01-04,2010-01-20,16
mufumbwe dho,kinkonge,2010-02-03,2010-02-21,18
mufumbwe dho,kinkonge,2010-03-03,2010-03-26,23
mufumbwe dho,kinkonge,2010-04-04,2010-04-16,12
mufumbwe dho,kalengwa,2009-09-03,2009-09-22,19
mufumbwe dho,kalengwa,2009-10-05,2009-10-27,22
mufumbwe dho,kalengwa,2009-11-04,2009-11-30,26
mufumbwe dho,kalengwa,2009-12-05,2009-12-31,26
mufumbwe dho,kalengwa,2010-01-04,2010-01-29,25
mufumbwe dho,kalengwa,2010-02-01,2010-02-19,18
mufumbwe dho,kalengwa,2010-03-03,2010-04-23,51
mufumbwe dho,kalengwa,2010-04-08,2010-04-23,15
mufumbwe dho,lubilo,2009-09-02,2009-09-21,19
mufumbwe dho,lubilo,2009-10-05,2009-10-26,21
mufumbwe dho,lubilo,2009-11-02,2009-11-20,18
mufumbwe dho,lubilo,2009-12-03,2009-12-30,27
mufumbwe dho,lubilo,2010-01-02,2010-01-15,13
mufumbwe dho,lubilo,2010-02-02,2010-02-20,18
mufumbwe dho,lubilo,2010-03-02,2010-03-11,9
mufumbwe dho,lubilo,2010-04-02,2010-04-20,18
mufumbwe dho,kabipupu,2009-09-03,2009-09-22,19
mufumbwe dho,kabipupu,2009-10-05,2009-10-27,22
mufumbwe dho,kabipupu,2009-11-04,2009-11-30,26
mufumbwe dho,kabipupu,2009-12-05,2009-12-31,26
mufumbwe dho,mufumbwe,2009-09-02,2009-09-10,8
mufumbwe dho,mufumbwe,2009-10-01,2009-10-07,6
mufumbwe dho,mufumbwe,2009-11-01,2009-11-07,6
mufumbwe dho,mufumbwe,2009-12-02,2009-12-09,7
mufumbwe dho,mufumbwe,2010-01-01,2010-01-14,13
mufumbwe dho,mufumbwe,2010-02-01,2010-02-05,4
mufumbwe dho,mufumbwe,2010-03-03,2010-03-11,8
mufumbwe dho,mufumbwe,2010-04-01,2010-04-10,9
mufumbwe dho,boma,2009-09-03,2009-09-25,22
mufumbwe dho,boma,2009-10-05,2009-10-28,23
mufumbwe dho,boma,2009-11-05,2009-11-25,20
mufumbwe dho,boma,2009-12-02,2009-12-23,21
mufumbwe dho,boma,2010-01-05,2010-01-27,22
mufumbwe dho,boma,2010-02-12,2010-03-16,32
mufumbwe dho,boma,2010-03-10,2010-03-16,6
mufumbwe dho,boma,2010-04-07,2010-04-21,14
mufumbwe dho,matushi,2009-09-01,2009-09-21,20
mufumbwe dho,matushi,2009-10-05,2009-10-26,21
mufumbwe dho,matushi,2009-11-01,2009-11-29,28
mufumbwe dho,matushi,2009-12-03,2009-12-30,27
mufumbwe dho,matushi,2010-01-02,2010-01-21,19
mufumbwe dho,matushi,2010-02-02,2010-02-20,18
mufumbwe dho,matushi,2010-03-05,2010-03-11,6
mufumbwe dho,matushi,2010-04-05,2010-04-20,15
mufumbwe dho,kaminzekenzeke,2009-09-10,2009-09-23,13
mufumbwe dho,kaminzekenzeke,2009-10-05,2009-10-29,24
mufumbwe dho,kaminzekenzeke,2009-11-05,2009-11-30,25
mufumbwe dho,kaminzekenzeke,2009-12-05,2009-12-31,26
mufumbwe dho,kaminzekenzeke,2010-01-05,2010-01-19,14
mufumbwe dho,kaminzekenzeke,2010-02-01,2010-02-21,20
mufumbwe dho,kaminzekenzeke,2010-03-02,2010-03-19,17
mufumbwe dho,kaminzekenzeke,2010-04-02,2010-04-22,20
mufumbwe dho,mushima,2009-09-01,2009-09-23,22
mufumbwe dho,mushima,2009-10-01,2009-10-29,28
mufumbwe dho,mushima,2009-11-01,2009-11-30,29
mufumbwe dho,mushima,2009-12-05,2010-01-19,45
mufumbwe dho,mushima,2010-01-01,2010-01-19,18
mufumbwe dho,mushima,2010-02-02,2010-02-21,19
mufumbwe dho,mushima,2010-03-03,2010-03-19,16
mufumbwe dho,mushima,2010-04-01,2010-04-22,21
mufumbwe dho,kabanda,2009-09-07,2009-09-23,16
mufumbwe dho,kabanda,2009-10-05,2009-10-29,24
mufumbwe dho,kabanda,2009-11-05,2009-11-30,25
mufumbwe dho,kabanda,2009-12-05,2010-01-04,30
mufumbwe dho,kabanda,2010-01-02,2010-01-04,2
mufumbwe dho,kabanda,2010-02-02,2010-02-21,19
mufumbwe dho,kabanda,2010-02-04,2010-02-21,17
mufumbwe dho,kabanda,2010-04-04,2010-04-22,18
mufumbwe dho,kashima,2009-09-07,2009-09-21,14
mufumbwe dho,kashima,2009-10-05,2009-10-26,21
mufumbwe dho,kashima,2009-11-03,2009-11-29,26
mufumbwe dho,kashima,2009-12-04,2009-12-30,26
mufumbwe dho,kashima,2010-01-04,2010-01-28,24
mufumbwe dho,kashima,2010-02-02,2010-02-20,18
mufumbwe dho,kashima,2010-03-05,2010-03-11,6
mufumbwe dho,kashima,2010-04-01,2010-04-20,19
mufumbwe dho,munyambala,2009-09-08,2009-09-21,13
mufumbwe dho,munyambala,2009-10-07,2009-10-26,19
mufumbwe dho,munyambala,2009-11-03,2009-11-29,26
mufumbwe dho,munyambala,2009-12-02,2009-12-30,28
mufumbwe dho,munyambala,2010-01-02,2010-01-15,13
mufumbwe dho,munyambala,2010-02-01,2010-02-20,19
mufumbwe dho,munyambala,2010-03-02,2010-03-11,9
mufumbwe dho,munyambala,2010-04-05,2010-04-20,15
mufumbwe dho,jivundu,2009-09-09,2009-11-29,81
mufumbwe dho,jivundu,2009-10-12,2009-11-29,48
mufumbwe dho,jivundu,2009-11-04,2009-11-29,25
mufumbwe dho,jivundu,2009-12-04,2009-12-30,26
mufumbwe dho,jivundu,2010-01-07,2010-01-21,14
mufumbwe dho,jivundu,2010-02-04,2010-02-20,16
mufumbwe dho,jivundu,2010-03-05,2010-03-11,6
mufumbwe dho,miluji,2009-09-09,2009-09-11,2
mufumbwe dho,miluji,2009-10-15,2009-11-13,29
mufumbwe dho,miluji,2009-11-07,2009-11-13,6
nakonde dho,chozi,2009-05-11,2009-05-15,4
nakonde dho,chozi,2009-06-05,2009-07-07,32
nakonde dho,chozi,2009-07-09,2009-07-22,13
nakonde dho,chozi,2009-08-06,2009-08-26,20
nakonde dho,chozi,2009-09-20,2009-09-29,9
nakonde dho,chozi,2009-10-13,2009-10-23,10
nakonde dho,chozi,2009-11-04,2009-11-25,21
nakonde dho,chozi,2009-12-10,2009-12-24,14
nakonde dho,chozi,2010-01-04,2010-01-28,24
nakonde dho,chozi,2010-02-02,2010-02-19,17
nakonde dho,chozi,2010-03-02,2010-03-19,17
nakonde dho,chozi,2010-04-01,2010-04-26,25
nakonde dho,nakonde,2009-05-08,2009-05-11,3
nakonde dho,nakonde,2009-06-05,2009-06-19,14
nakonde dho,nakonde,2009-07-05,2009-07-13,8
nakonde dho,nakonde,2009-08-04,2009-08-17,13
nakonde dho,nakonde,2009-09-06,2009-09-08,2
nakonde dho,nakonde,2009-10-05,2009-10-09,4
nakonde dho,nakonde,2009-11-06,2009-11-09,3
nakonde dho,nakonde,2009-12-07,2009-12-11,4
nakonde dho,nakonde,2010-01-05,2010-01-09,4
nakonde dho,nakonde,2010-02-05,2010-02-08,3
nakonde dho,nakonde,2010-03-06,2010-03-10,4
nakonde dho,nakonde,2010-04-06,2010-04-13,7
nakonde dho,mwenzo,2009-05-08,2009-05-11,3
nakonde dho,mwenzo,2009-06-05,2009-06-16,11
nakonde dho,mwenzo,2009-07-06,2009-07-17,11
nakonde dho,mwenzo,2009-08-04,2009-08-20,16
nakonde dho,mwenzo,2009-09-06,2009-09-15,9
nakonde dho,mwenzo,2009-10-05,2009-10-08,3
nakonde dho,mwenzo,2009-11-05,2009-11-12,7
nakonde dho,mwenzo,2009-12-10,2009-12-30,20
nakonde dho,mwenzo,2010-01-05,2010-01-22,17
nakonde dho,mwenzo,2010-02-04,2010-02-10,6
nakonde dho,mwenzo,2010-03-04,2010-03-11,7
nakonde dho,mwenzo,2010-04-01,2010-04-12,11
nakonde dho,chanka,2009-05-05,2009-05-28,23
nakonde dho,chanka,2009-06-05,2009-06-17,12
nakonde dho,chanka,2009-07-10,2009-07-24,14
nakonde dho,chanka,2009-08-05,2009-08-28,23
nakonde dho,chanka,2009-09-14,2009-09-28,14
nakonde dho,chanka,2009-10-10,2009-10-22,12
nakonde dho,chanka,2009-11-05,2009-11-30,25
nakonde dho,chanka,2009-12-08,2009-12-29,21
nakonde dho,chanka,2010-01-08,2010-01-19,11
nakonde dho,chanka,2010-02-07,2010-02-22,15
nakonde dho,chanka,2010-03-04,2010-03-16,12
nakonde dho,chanka,2010-04-06,2010-04-22,16
nakonde dho,waitwika,2009-05-05,2009-05-15,10
nakonde dho,waitwika,2009-06-05,2009-06-18,13
nakonde dho,waitwika,2009-07-09,2009-07-20,11
nakonde dho,waitwika,2009-08-04,2009-08-24,20
nakonde dho,waitwika,2009-09-07,2009-09-21,14
nakonde dho,waitwika,2009-10-06,2009-10-16,10
nakonde dho,waitwika,2009-11-03,2009-11-23,20
nakonde dho,waitwika,2009-12-07,2009-12-21,14
nakonde dho,waitwika,2010-01-04,2010-01-29,25
nakonde dho,waitwika,2010-02-04,2010-02-17,13
nakonde dho,waitwika,2010-03-05,2010-03-12,7
nakonde dho,waitwika,2010-04-03,2010-04-19,16
nakonde dho,ntatumbila,2009-05-08,2009-05-20,12
nakonde dho,ntatumbila,2009-06-08,2009-06-15,7
nakonde dho,ntatumbila,2009-07-09,2009-07-22,13
nakonde dho,ntatumbila,2009-08-05,2009-08-31,26
nakonde dho,ntatumbila,2009-09-15,2009-09-18,3
nakonde dho,ntatumbila,2009-10-12,2009-10-27,15
nakonde dho,ntatumbila,2009-11-04,2009-11-18,14
nakonde dho,ntatumbila,2009-12-09,2009-12-18,9
nakonde dho,ntatumbila,2010-01-05,2010-01-28,23
nakonde dho,ntatumbila,2010-02-04,2010-02-16,12
nakonde dho,ntatumbila,2010-03-03,2010-03-15,12
nakonde dho,ntatumbila,2010-04-05,2010-04-20,15
nakonde dho,chilolwa,2009-05-18,2009-06-01,14
nakonde dho,chilolwa,2009-06-05,2009-06-18,13
nakonde dho,chilolwa,2009-07-09,2009-07-20,11
nakonde dho,chilolwa,2009-08-05,2009-08-21,16
nakonde dho,chilolwa,2009-09-08,2009-09-23,15
nakonde dho,chilolwa,2009-10-06,2009-10-21,15
nakonde dho,chilolwa,2009-11-05,2009-11-26,21
nakonde dho,chilolwa,2009-12-08,2009-12-28,20
nakonde dho,chilolwa,2010-01-06,2010-01-28,22
nakonde dho,chilolwa,2010-02-05,2010-02-23,18
nakonde dho,chilolwa,2010-03-05,2010-03-18,13
nakonde dho,chilolwa,2010-04-05,2010-04-23,18
nakonde dho,shem,2009-05-11,2009-05-19,8
nakonde dho,shem,2009-06-08,2009-06-17,9
nakonde dho,shem,2009-07-10,2009-07-24,14
nakonde dho,shem,2009-08-05,2009-08-25,20
nakonde dho,shem,2009-09-15,2009-09-25,10
nakonde dho,shem,2009-10-10,2009-10-19,9
nakonde dho,shem,2009-11-03,2009-11-20,17
nakonde dho,shem,2009-12-08,2009-12-25,17
nakonde dho,shem,2010-01-04,2010-01-14,10
nakonde dho,shem,2010-02-04,2010-02-08,4
nakonde dho,shem,2010-03-02,2010-03-14,12
nakonde dho,shem,2010-04-05,2010-04-16,11
shangombo dho,silowana,2009-07-04,2009-08-04,31
shangombo dho,silowana,2009-08-04,2009-09-07,34
shangombo dho,silowana,2009-09-04,2009-09-07,3
shangombo dho,silowana,2009-10-05,2009-10-26,21
shangombo dho,silowana,2009-11-02,2009-11-10,8
shangombo dho,silowana,2009-12-02,2010-01-09,38
shangombo dho,silowana,2010-01-13,2010-02-10,28
shangombo dho,mbanda,2009-07-05,2009-08-04,30
shangombo dho,mbanda,2009-08-04,2009-09-07,34
shangombo dho,mbanda,2009-09-04,2009-09-07,3
shangombo dho,mbanda,2009-10-05,2009-10-27,22
shangombo dho,mbanda,2009-11-04,2009-11-26,22
shangombo dho,mbanda,2009-12-04,2009-12-20,16
shangombo dho,nalwashi,2009-07-04,2009-08-04,31
shangombo dho,nalwashi,2009-08-04,2009-09-07,34
shangombo dho,nalwashi,2009-09-04,2009-09-07,3
shangombo dho,nalwashi,2009-10-05,2009-10-06,1
shangombo dho,nalwashi,2009-11-02,2009-11-10,8
shangombo dho,nalwashi,2009-12-02,2009-12-15,13
shangombo dho,nalwashi,2010-01-11,2010-01-14,3
shangombo dho,shangombo,2009-07-04,2009-08-04,31
shangombo dho,shangombo,2009-08-01,2009-08-04,3
shangombo dho,shangombo,2009-09-04,2009-09-07,3
shangombo dho,shangombo,2009-10-04,2009-10-10,6
shangombo dho,shangombo,2009-11-04,2009-11-11,7
shangombo dho,mulonga,2009-07-04,2009-08-04,31
shangombo dho,mulonga,2009-08-12,2009-08-16,4
shangombo dho,mulonga,2009-09-04,2009-09-07,3
shangombo dho,mulonga,2009-10-07,2009-10-28,21
shangombo dho,mulonga,2009-12-05,2010-01-09,35
shangombo dho,mulonga,2010-01-05,2010-01-09,4
shangombo dho,mulonga,2010-02-05,2010-02-10,5
shangombo dho,sitoti,2009-07-04,2009-07-29,25
shangombo dho,sitoti,2009-08-04,2009-09-07,34
shangombo dho,sitoti,2009-09-04,2009-09-07,3
shangombo dho,sitoti,2009-10-04,2009-10-05,1
shangombo dho,sitoti,2009-11-01,2009-11-10,9
shangombo dho,sitoti,2009-12-01,2009-12-15,14
shangombo dho,sitoti,2010-01-07,2010-01-11,4
shangombo dho,sitoti,2010-02-15,2010-02-25,10
shangombo dho,mutomena,2009-07-04,2009-08-04,31
shangombo dho,mutomena,2009-08-04,2009-09-07,34
shangombo dho,mutomena,2009-09-04,2009-09-07,3
shangombo dho,mutomena,2009-10-05,2009-10-28,23
shangombo dho,mutomena,2009-12-05,2010-01-17,43
shangombo dho,mutomena,2010-01-14,2010-01-17,3
shangombo dho,nangweshi,2009-07-04,2009-07-29,25
shangombo dho,nangweshi,2009-08-04,2009-09-07,34
shangombo dho,nangweshi,2009-09-02,2009-09-07,5
shangombo dho,nangweshi,2009-10-04,2009-10-05,1
shangombo dho,nangweshi,2009-11-01,2009-11-10,9
shangombo dho,nangweshi,2009-12-01,2009-12-15,14
shangombo dho,nangweshi,2010-01-04,2010-01-12,8
shangombo dho,nangweshi,2010-02-04,2010-02-08,4
shangombo dho,nangweshi,2010-03-22,2010-03-24,2
shangombo dho,sioma,2009-07-05,2009-07-18,13
shangombo dho,sioma,2009-08-05,2009-08-15,10
shangombo dho,sioma,2009-09-02,2009-09-07,5
shangombo dho,sioma,2009-10-05,2009-10-27,22
shangombo dho,sioma,2009-11-01,2009-11-22,21
shangombo dho,sioma,2010-01-02,2010-01-06,4
shangombo dho,sioma,2010-01-04,2010-01-06,2
shangombo dho,sioma,2010-02-04,2010-02-09,5
shangombo dho,sioma,2010-03-22,2010-03-24,2
shangombo dho,sioma,2010-04-06,2010-04-21,15
shangombo dho,kaanja,2009-08-01,2009-08-04,3
shangombo dho,kaanja,2009-09-04,2009-09-07,3
shangombo dho,kaanja,2009-10-04,2009-10-27,23
shangombo dho,kaanja,2009-11-01,2009-11-22,21
shangombo dho,kaanja,2009-12-01,2010-01-13,43
shangombo dho,kaanja,2010-01-04,2010-01-13,9
shangombo dho,kaanja,2010-02-04,2010-02-08,4
shangombo dho,sipuma,2009-09-02,2009-09-07,5
shangombo dho,sipuma,2009-10-07,2009-10-09,2
shangombo dho,sipuma,2009-11-03,2009-11-11,8
shangombo dho,sipuma,2009-12-03,2009-12-18,15
shangombo dho,sipuma,2010-01-05,2010-01-16,11
shangombo dho,kaunga mashi,2009-08-12,2009-09-07,26
shangombo dho,kaunga mashi,2009-10-01,2009-10-09,8
shangombo dho,kaunga mashi,2009-12-01,2009-12-19,18
shangombo dho,kaunga mashi,2010-01-05,2010-01-15,10
shangombo dho,kaunga mashi,2010-02-05,2010-02-15,10
shangombo dho,sinjembela,2009-08-07,2009-09-07,31
shangombo dho,sinjembela,2009-09-04,2009-09-07,3
shangombo dho,sinjembela,2009-10-07,2009-10-12,5
shangombo dho,sinjembela,2009-11-09,2009-11-22,13
shangombo dho,sinjembela,2009-12-05,2009-12-17,12
