district,facility,date
mwinilunga dho,katuyola,9-05-13
mwinilunga dho,nyangombe,9-05-13
mwinilunga dho,lwawu,9-05-14
mwinilunga dho,sailunga,9-05-16
mwinilunga dho,mukangala,9-05-16
mwinilunga dho,ikelenge,9-05-19
mwinilunga dho,musangila,9-05-19
mwinilunga dho,tom ilunga,9-05-20
mwinilunga dho,kafweku,9-05-20
mwinilunga dho,chiwoma,9-05-20
mwinilunga dho,kanyihampa,9-05-21
mwinilunga dho,jimbe,9-05-21
mwinilunga dho,kayipaka,9-05-21
mwinilunga dho,salujinga,9-05-21
mwinilunga dho,chisengi sengi,9-05-22
mwinilunga dho,kazozu,9-05-22
mwinilunga dho,kanyama,9-05-22
mwinilunga dho,kapundu,9-05-22
mwinilunga dho,kamapanda,9-05-22
mwinilunga dho,chibwika,9-05-22
mwinilunga dho,kakoma,9-05-28
mwinilunga dho,kanzenzi,2009-06-04
mwinilunga dho,katuyola,2009-06-04
mwinilunga dho,jimbe,2009-06-04
mwinilunga dho,chiwoma,2009-06-04
mwinilunga dho,nyangombe,2009-06-05
mwinilunga dho,ntambu sachitolu,2009-06-05
mwinilunga dho,mukangala,2009-06-05
mwinilunga dho,musangila,2009-06-05
mwinilunga dho,lumwana,2009-06-05
mwinilunga dho,tom ilunga,2009-06-08
mwinilunga dho,kanyihampa,2009-06-08
mwinilunga dho,kayipaka,2009-06-08
mwinilunga dho,lwawu,2009-06-08
mwinilunga dho,chibwika,2009-06-09
mwinilunga dho,kapundu,2009-06-09
mwinilunga dho,kanyama,2009-06-09
mwinilunga dho,kafweku,2009-06-11
mwinilunga dho,kamapanda,2009-06-11
mwinilunga dho,ikelenge,9-06-23
mwinilunga dho,salujinga,9-06-23
mwinilunga dho,sakapoti,9-06-23
mwinilunga dho,kalene (kawota),9-06-23
mwinilunga dho,kazozu,9-06-23
mwinilunga dho,chisengi sengi,9-06-24
mwinilunga dho,kakoma,9-06-24
mwinilunga dho,sailunga,9-06-24
mwinilunga dho,kapundu,2009-07-01
mwinilunga dho,mukangala,2009-07-01
mwinilunga dho,nyangombe,2009-07-02
mwinilunga dho,sachibondu,2009-07-02
mwinilunga dho,chibwika,2009-07-03
mwinilunga dho,sailunga,2009-07-03
mwinilunga dho,kanyihampa,2009-07-05
mwinilunga dho,ikelenge,2009-07-05
mwinilunga dho,kalene (kawota),2009-07-05
mwinilunga dho,lwawu,2009-07-06
mwinilunga dho,musangila,2009-07-06
mwinilunga dho,jimbe,2009-07-06
mwinilunga dho,katuyola,2009-07-07
mwinilunga dho,kazozu,2009-07-07
mwinilunga dho,chisengi sengi,2009-07-07
mwinilunga dho,kanyama,2009-07-07
mwinilunga dho,kakoma,2009-07-07
mwinilunga dho,ntambu sachitolu,2009-07-08
mwinilunga dho,kayipaka,2009-07-08
mwinilunga dho,chiwoma,2009-07-08
mwinilunga dho,kafweku,2009-07-09
mwinilunga dho,salujinga,2009-07-09
mwinilunga dho,tom ilunga,2009-07-09
mwinilunga dho,sakapoti,2009-07-10
mwinilunga dho,lumwana,2009-07-10
mwinilunga dho,kanzenzi,2009-07-10
mwinilunga dho,kamapanda,2009-07-10
mwinilunga dho,kapundu,2009-08-01
mwinilunga dho,sakapoti,2009-08-04
mwinilunga dho,kafweku,2009-08-04
mwinilunga dho,tom ilunga,2009-08-04
mwinilunga dho,kamapanda,2009-08-04
mwinilunga dho,jimbe,2009-08-04
mwinilunga dho,kanyihampa,2009-08-05
mwinilunga dho,chiwoma,2009-08-05
mwinilunga dho,musangila,2009-08-05
mwinilunga dho,katuyola,2009-08-05
mwinilunga dho,sailunga,2009-08-05
mwinilunga dho,lumwana,2009-08-05
mwinilunga dho,kanzenzi,2009-08-05
mwinilunga dho,ikelenge,2009-08-05
mwinilunga dho,kayipaka,2009-08-05
mwinilunga dho,nyangombe,2009-08-06
mwinilunga dho,mukangala,2009-08-06
mwinilunga dho,chibwika,2009-08-10
mwinilunga dho,chisengi sengi,2009-08-10
mwinilunga dho,kalene (kawota),2009-08-12
mwinilunga dho,kakoma,9-08-13
mwinilunga dho,lwawu,9-08-13
mwinilunga dho,salujinga,9-08-17
mwinilunga dho,kanyama,9-08-17
mwinilunga dho,kazozu,9-08-19
mwinilunga dho,ntambu sachitolu,9-08-19
mwinilunga dho,sachibondu,9-08-25
mwinilunga dho,kapundu,2009-09-01
mwinilunga dho,sakapoti,2009-09-01
mwinilunga dho,lumwana,2009-09-02
mwinilunga dho,sailunga,2009-09-03
mwinilunga dho,chisengi sengi,2009-09-03
mwinilunga dho,kanyihampa,2009-09-03
mwinilunga dho,kamapanda,2009-09-03
mwinilunga dho,nyangombe,2009-09-04
mwinilunga dho,kanzenzi,2009-09-04
mwinilunga dho,chibwika,2009-09-04
mwinilunga dho,chiwoma,2009-09-04
mwinilunga dho,musangila,2009-09-04
mwinilunga dho,kayipaka,2009-09-04
mwinilunga dho,katuyola,2009-09-07
mwinilunga dho,lwawu,2009-09-08
mwinilunga dho,ikelenge,2009-09-09
mwinilunga dho,kakoma,2009-09-09
mwinilunga dho,kanyama,2009-09-09
mwinilunga dho,kafweku,2009-09-09
mwinilunga dho,mukangala,2009-09-09
mwinilunga dho,jimbe,2009-09-10
mwinilunga dho,kazozu,2009-09-11
mwinilunga dho,tom ilunga,2009-09-11
mwinilunga dho,sachibondu,9-09-14
mwinilunga dho,salujinga,9-09-18
mwinilunga dho,kalene (kawota),9-09-23
mwinilunga dho,kapundu,2009-10-01
mwinilunga dho,chibwika,2009-10-02
mwinilunga dho,sailunga,2009-10-02
mwinilunga dho,sakapoti,2009-10-02
mwinilunga dho,kamapanda,2009-10-02
mwinilunga dho,kanyama,2009-10-04
mwinilunga dho,lumwana,2009-10-05
mwinilunga dho,chiwoma,2009-10-06
mwinilunga dho,ikelenge,2009-10-06
mwinilunga dho,nyangombe,2009-10-06
mwinilunga dho,kanzenzi,2009-10-06
mwinilunga dho,musangila,2009-10-06
mwinilunga dho,mukangala,2009-10-06
mwinilunga dho,kakoma,2009-10-06
mwinilunga dho,kafweku,2009-10-08
mwinilunga dho,jimbe,9-10-17
mwinilunga dho,kazozu,9-10-17
mwinilunga dho,tom ilunga,9-10-17
mwinilunga dho,kanyihampa,9-10-19
mwinilunga dho,kayipaka,9-09-20
mwinilunga dho,katuyola,9-10-21
mwinilunga dho,lwawu,9-10-23
mwinilunga dho,salujinga,9-10-24
mwinilunga dho,sachibondu,9-10-24
mwinilunga dho,chisengi sengi,9-10-24
mwinilunga dho,kalene (kawota),9-10-24
mwinilunga dho,kapundu,2009-11-03
mwinilunga dho,katuyola,2009-11-03
mwinilunga dho,nyangombe,2009-11-03
mwinilunga dho,tom ilunga,2009-11-03
mwinilunga dho,kanzenzi,2009-11-04
mwinilunga dho,chisengi sengi,2009-11-04
mwinilunga dho,mukangala,2009-11-04
mwinilunga dho,lumwana,2009-11-05
mwinilunga dho,kanyama,2009-11-05
mwinilunga dho,lwawu,2009-11-09
mwinilunga dho,kayipaka,2009-11-09
mwinilunga dho,kafweku,2009-11-09
mwinilunga dho,musangila,2009-11-09
mwinilunga dho,kanyihampa,2009-11-10
mwinilunga dho,ikelenge,2009-11-10
mwinilunga dho,sakapoti,2009-11-10
mwinilunga dho,chiwoma,2009-11-11
mwinilunga dho,kamapanda,2009-11-12
mwinilunga dho,chibwika,2009-11-12
mwinilunga dho,salujinga,9-11-13
mwinilunga dho,kazozu,9-11-17
mwinilunga dho,sachibondu,9-11-23
mwinilunga dho,jimbe,9-11-23
mwinilunga dho,sailunga,9-11-23
mwinilunga dho,kalene (kawota),9-11-23
mwinilunga dho,kakoma,9-11-23
mwinilunga dho,kafweku,2009-12-01
mwinilunga dho,katuyola,2009-12-02
mwinilunga dho,lwawu,2009-12-02
mwinilunga dho,sakapoti,2009-12-02
mwinilunga dho,musangila,2009-12-02
mwinilunga dho,chibwika,2009-12-02
mwinilunga dho,kanyihampa,2009-12-04
mwinilunga dho,kamapanda,2009-12-04
mwinilunga dho,sachibondu,2009-12-04
mwinilunga dho,mukangala,2009-12-04
mwinilunga dho,kapundu,2009-12-04
mwinilunga dho,kakoma,2009-12-04
mwinilunga dho,salujinga,2009-12-04
mwinilunga dho,tom ilunga,2009-12-04
mwinilunga dho,nyangombe,2009-12-07
mwinilunga dho,lumwana,2009-12-08
mwinilunga dho,chiwoma,2009-12-08
mwinilunga dho,kanzenzi,2009-12-08
mwinilunga dho,ikelenge,2009-12-08
mwinilunga dho,kanyama,2009-12-08
mwinilunga dho,kayipaka,2009-12-09
mwinilunga dho,kalene (kawota),2009-12-09
mwinilunga dho,chisengi sengi,2009-12-10
mwinilunga dho,jimbe,2009-12-11
mwinilunga dho,kazozu,2009-12-11
mwinilunga dho,sailunga,2009-12-11
mwinilunga dho,kamapanda,2010-01-04
mwinilunga dho,sailunga,2010-01-05
mwinilunga dho,chiwoma,2010-01-05
mwinilunga dho,kapundu,2010-01-05
mwinilunga dho,kanyama,2010-01-05
mwinilunga dho,kafweku,2010-01-05
mwinilunga dho,chibwika,2010-01-05
mwinilunga dho,lumwana,2010-01-05
mwinilunga dho,mukangala,2010-01-05
mwinilunga dho,lwawu,2010-01-05
mwinilunga dho,musangila,2010-01-05
mwinilunga dho,kanzenzi,2010-01-05
mwinilunga dho,jimbe,2010-01-05
mwinilunga dho,kanyihampa,2010-01-07
mwinilunga dho,kakoma,2010-01-08
mwinilunga dho,nyangombe,2010-01-08
mwinilunga dho,kayipaka,2010-01-11
mwinilunga dho,salujinga,2010-01-11
mwinilunga dho,ikelenge,2010-01-11
mwinilunga dho,chisengi sengi,2010-01-12
mwinilunga dho,tom ilunga,10-01-14
mwinilunga dho,katuyola,10-01-15
mwinilunga dho,kazozu,10-01-19
mwinilunga dho,sakapoti,10-01-20
mwinilunga dho,kalene (kawota),10-01-20
mwinilunga dho,kafweku,2010-02-01
mwinilunga dho,musangila,2010-02-02
mwinilunga dho,nyangombe,2010-02-03
mwinilunga dho,kapundu,2010-02-03
mwinilunga dho,lumwana,2010-02-04
mwinilunga dho,mukangala,2010-02-04
mwinilunga dho,chiwoma,2010-02-04
mwinilunga dho,kanzenzi,2010-02-04
mwinilunga dho,katuyola,2010-02-05
mwinilunga dho,chisengi sengi,2010-02-05
mwinilunga dho,sailunga,2010-02-05
mwinilunga dho,lwawu,2010-02-08
mwinilunga dho,kamapanda,2010-02-08
mwinilunga dho,jimbe,2010-02-08
mwinilunga dho,kanyihampa,2010-02-08
mwinilunga dho,sakapoti,2010-02-08
mwinilunga dho,kakoma,2010-02-08
mwinilunga dho,kanyama,2010-02-09
mwinilunga dho,ikelenge,2010-02-09
mwinilunga dho,kayipaka,2010-02-10
mwinilunga dho,sachibondu,2010-02-10
mwinilunga dho,chibwika,2010-02-11
mwinilunga dho,kalene (kawota),10-02-17
mwinilunga dho,kazozu,10-02-19
mwinilunga dho,salujinga,10-02-19
mwinilunga dho,tom ilunga,10-02-19
mwinilunga dho,musangila,2010-03-04
mwinilunga dho,jimbe,2010-03-04
mwinilunga dho,kapundu,2010-03-04
mwinilunga dho,mukangala,2010-03-04
mwinilunga dho,katuyola,2010-03-04
mwinilunga dho,kamapanda,2010-03-04
mwinilunga dho,kayipaka,2010-03-04
mwinilunga dho,kanzenzi,2010-03-05
mwinilunga dho,sailunga,2010-03-05
mwinilunga dho,kanyihampa,2010-03-05
mwinilunga dho,kanyama,2010-03-05
mwinilunga dho,sakapoti,2010-03-05
mwinilunga dho,chisengi sengi,2010-03-08
mwinilunga dho,nyangombe,2010-03-08
mwinilunga dho,lwawu,2010-03-08
mwinilunga dho,lumwana,2010-03-09
mwinilunga dho,kakoma,2010-03-09
mwinilunga dho,tom ilunga,2010-03-09
mwinilunga dho,kazozu,2010-03-09
mwinilunga dho,chiwoma,2010-03-10
mwinilunga dho,chibwika,2010-03-10
mwinilunga dho,kafweku,10-03-15
mwinilunga dho,sachibondu,10-03-15
mwinilunga dho,ikelenge,10-03-15
mwinilunga dho,salujinga,10-03-15
mwinilunga dho,kalene (kawota),10-03-15
mwinilunga dho,musangila,2010-04-01
mwinilunga dho,kanyama,2010-04-04
mwinilunga dho,kapundu,2010-04-05
mwinilunga dho,jimbe,2010-04-06
mwinilunga dho,chiwoma,2010-04-06
mwinilunga dho,kanzenzi,2010-04-06
mwinilunga dho,mukangala,2010-04-06
mwinilunga dho,kafweku,2010-04-06
mwinilunga dho,sakapoti,2010-04-06
mwinilunga dho,lumwana,2010-04-07
mwinilunga dho,katuyola,2010-04-07
mwinilunga dho,sailunga,2010-04-07
mwinilunga dho,chisengi sengi,2010-04-08
mwinilunga dho,nyangombe,2010-04-08
mwinilunga dho,ikelenge,2010-04-08
mwinilunga dho,lwawu,2010-04-08
mwinilunga dho,kayipaka,2010-04-09
mwinilunga dho,kanyihampa,10-04-13
mwinilunga dho,kakoma,10-04-13
mwinilunga dho,kazozu,10-04-14
mwinilunga dho,kamapanda,10-04-14
mwinilunga dho,chibwika,10-04-15
mwinilunga dho,tom ilunga,10-04-15
mwinilunga dho,salujinga,10-04-21
mwinilunga dho,kalene (kawota),10-04-21
mwinilunga dho,sachibondu,10-04-21
nakonde dho,waitwika,2009-05-05
nakonde dho,chanka,2009-05-05
nakonde dho,mwenzo,2009-05-08
nakonde dho,nakonde,2009-05-08
nakonde dho,ntatumbila,2009-05-08
nakonde dho,shem,2009-05-11
nakonde dho,chozi,2009-05-11
nakonde dho,chilolwa,2009-05-18
nakonde dho,nakonde,2009-06-05
nakonde dho,waitwika,2009-06-05
nakonde dho,mwenzo,2009-06-05
nakonde dho,chilolwa,2009-06-05
nakonde dho,chozi,2009-06-05
nakonde dho,chanka,2009-06-05
nakonde dho,shem,2009-06-08
nakonde dho,ntatumbila,2009-06-08
nakonde dho,nakonde,2009-07-05
nakonde dho,mwenzo,2009-07-06
nakonde dho,waitwika,2009-07-09
nakonde dho,chilolwa,2009-07-09
nakonde dho,chozi,2009-07-09
nakonde dho,ntatumbila,2009-07-09
nakonde dho,chanka,2009-07-10
nakonde dho,shem,2009-07-10
nakonde dho,nakonde,2009-08-04
nakonde dho,mwenzo,2009-08-04
nakonde dho,waitwika,2009-08-04
nakonde dho,chilolwa,2009-08-05
nakonde dho,chozi,2009-08-06
nakonde dho,ntatumbila,2009-08-05
nakonde dho,chanka,2009-08-05
nakonde dho,shem,2009-08-05
nakonde dho,nakonde,2009-09-06
nakonde dho,mwenzo,2009-09-06
nakonde dho,waitwika,2009-09-07
nakonde dho,chilolwa,2009-09-08
nakonde dho,chanka,2009-09-14
nakonde dho,ntatumbila,2009-09-15
nakonde dho,shem,2009-09-15
nakonde dho,chozi,2009-09-20
nakonde dho,mwenzo,2009-10-05
nakonde dho,nakonde,2009-10-05
nakonde dho,waitwika,2009-10-06
nakonde dho,chilolwa,2009-10-06
nakonde dho,chanka,2009-10-10
nakonde dho,shem,2009-10-10
nakonde dho,ntatumbila,2009-10-12
nakonde dho,chozi,2009-10-13
nakonde dho,shem,2009-11-03
nakonde dho,waitwika,2009-11-03
nakonde dho,chozi,2009-11-04
nakonde dho,ntatumbila,2009-11-04
nakonde dho,chanka,2009-11-05
nakonde dho,mwenzo,2009-11-05
nakonde dho,chilolwa,2009-11-05
nakonde dho,nakonde,2009-11-06
nakonde dho,nakonde,2009-12-07
nakonde dho,waitwika,2009-12-07
nakonde dho,chilolwa,2009-12-08
nakonde dho,chanka,2009-12-08
nakonde dho,shem,2009-12-08
nakonde dho,ntatumbila,2009-12-09
nakonde dho,chozi,2009-12-10
nakonde dho,mwenzo,2009-12-10
nakonde dho,shem,2010-01-04
nakonde dho,waitwika,2010-01-04
nakonde dho,chozi,2010-01-04
nakonde dho,mwenzo,2010-01-05
nakonde dho,nakonde,2010-01-05
nakonde dho,ntatumbila,2010-01-05
nakonde dho,chilolwa,2010-01-06
nakonde dho,chanka,2010-01-08
nakonde dho,chozi,2010-02-02
nakonde dho,ntatumbila,2010-02-04
nakonde dho,shem,2010-02-04
nakonde dho,mwenzo,2010-02-04
nakonde dho,waitwika,2010-02-04
nakonde dho,chilolwa,2010-02-05
nakonde dho,nakonde,2010-02-05
nakonde dho,chanka,2010-02-07
nakonde dho,chozi,2010-03-02
nakonde dho,shem,2010-03-02
nakonde dho,ntatumbila,2010-03-03
nakonde dho,chanka,2010-03-04
nakonde dho,mwenzo,2010-03-04
nakonde dho,waitwika,2010-03-05
nakonde dho,chilolwa,2010-03-05
nakonde dho,nakonde,2010-03-06
nakonde dho,chozi,2010-04-01
nakonde dho,mwenzo,2010-04-01
nakonde dho,waitwika,2010-04-03
nakonde dho,ntatumbila,2010-04-05
nakonde dho,chilolwa,2010-04-05
nakonde dho,shem,2010-04-05
nakonde dho,nakonde,2010-04-06
nakonde dho,chanka,2010-04-06
shangombo dho,nangweshi,9-06-03
shangombo dho,mulonga,9-06-03
shangombo dho,kaanja,9-06-03
shangombo dho,mbanda,9-06-05
shangombo dho,sitoti,9-06-05
shangombo dho,nalwashi,9-06-05
shangombo dho,sioma,9-06-05
shangombo dho,shangombo,2009-07-04
shangombo dho,mulonga,2009-07-04
shangombo dho,sitoti,2009-07-04
shangombo dho,nangweshi,2009-07-04
shangombo dho,nalwashi,2009-07-04
shangombo dho,silowana,2009-07-04
shangombo dho,mutomena,2009-07-04
shangombo dho,mbanda,2009-07-05
shangombo dho,sioma,2009-07-05
shangombo dho,shangombo,2009-08-01
shangombo dho,kaanja,2009-08-01
shangombo dho,sitoti,2009-08-04
shangombo dho,nangweshi,2009-08-04
shangombo dho,nalwashi,2009-08-04
shangombo dho,silowana,2009-08-04
shangombo dho,mutomena,2009-08-04
shangombo dho,mbanda,2009-08-04
shangombo dho,sioma,2009-08-05
shangombo dho,sinjembela,2009-08-07
shangombo dho,kaunga mashi,2009-08-12
shangombo dho,mulonga,2009-08-12
shangombo dho,sipuma,9-08-15
shangombo dho,shangombo,2009-09-04
shangombo dho,kaanja,2009-09-04
shangombo dho,sitoti,2009-09-04
shangombo dho,nangweshi,2009-09-02
shangombo dho,nalwashi,2009-09-04
shangombo dho,silowana,2009-09-04
shangombo dho,mutomena,2009-09-04
shangombo dho,mbanda,2009-09-04
shangombo dho,sioma,2009-09-02
shangombo dho,sinjembela,2009-09-04
shangombo dho,kaunga mashi,2009-10-01
shangombo dho,mulonga,2009-09-04
shangombo dho,sipuma,2009-09-02
shangombo dho,shangombo,2009-10-04
shangombo dho,kaanja,2009-10-04
shangombo dho,sitoti,2009-10-04
shangombo dho,nangweshi,2009-10-04
shangombo dho,nalwashi,2009-10-05
shangombo dho,silowana,2009-10-05
shangombo dho,mutomena,2009-10-05
shangombo dho,mbanda,2009-10-05
shangombo dho,sioma,2009-10-05
shangombo dho,sinjembela,2009-10-07
shangombo dho,sipuma,2009-10-07
shangombo dho,mulonga,2009-10-07
shangombo dho,kaunga mashi,9-10-28
shangombo dho,sioma,2009-11-01
shangombo dho,kaanja,2009-11-01
shangombo dho,sitoti,2009-11-01
shangombo dho,nangweshi,2009-11-01
shangombo dho,nalwashi,2009-11-02
shangombo dho,silowana,2009-11-02
shangombo dho,sipuma,2009-11-03
shangombo dho,mbanda,2009-11-04
shangombo dho,shangombo,2009-11-04
shangombo dho,sinjembela,2009-11-09
shangombo dho,mutomena,9-11-30
shangombo dho,mulonga,9-11-30
shangombo dho,kaunga mashi,2009-12-01
shangombo dho,kaanja,2009-12-01
shangombo dho,sitoti,2009-12-01
shangombo dho,nangweshi,2009-12-01
shangombo dho,nalwashi,2009-12-02
shangombo dho,silowana,2009-12-02
shangombo dho,sipuma,2009-12-03
shangombo dho,mbanda,2009-12-04
shangombo dho,shangombo,2009-12-04
shangombo dho,sinjembela,2009-12-05
shangombo dho,mutomena,2009-12-05
shangombo dho,mulonga,2009-12-05
shangombo dho,sioma,2010-01-02
shangombo dho,sioma,2010-01-04
shangombo dho,kaanja,2010-01-04
shangombo dho,nangweshi,2010-01-04
shangombo dho,kaunga mashi,2010-01-05
shangombo dho,mulonga,2010-01-05
shangombo dho,sinjembela,2010-01-05
shangombo dho,sipuma,2010-01-05
shangombo dho,sitoti,2010-01-07
shangombo dho,nalwashi,2010-01-11
shangombo dho,silowana,2010-01-13
shangombo dho,mutomena,2010-01-14
shangombo dho,sioma,2010-02-04
shangombo dho,kaanja,2010-02-04
shangombo dho,nangweshi,2010-02-04
shangombo dho,kaunga mashi,2010-02-05
shangombo dho,mulonga,2010-02-05
shangombo dho,sinjembela,2010-02-05
shangombo dho,sipuma,2010-02-15
shangombo dho,sitoti,2010-02-15
shangombo dho,nalwashi,2010-02-15
shangombo dho,silowana,2010-02-18
shangombo dho,mutomena,2010-02-18
shangombo dho,sioma,2010-03-22
shangombo dho,kaanja,2010-03-22
shangombo dho,nangweshi,2010-03-22
shangombo dho,kaunga mashi,2010-03-22
shangombo dho,mulonga,2010-03-22
shangombo dho,sinjembela,2010-03-22
shangombo dho,sipuma,2010-03-22
shangombo dho,sitoti,2010-03-22
shangombo dho,nalwashi,2010-03-22
shangombo dho,silowana,2010-03-22
shangombo dho,mutomena,2010-03-22
shangombo dho,mbanda,2010-03-22
shangombo dho,shangombo,2010-03-23
shangombo dho,sioma,2010-04-06
shangombo dho,kaanja,2010-04-06
shangombo dho,nangweshi,2010-04-06
shangombo dho,kaunga mashi,2010-04-07
shangombo dho,silowana,2010-04-07
shangombo dho,sinjembela,2010-04-07
shangombo dho,sipuma,2010-04-07
shangombo dho,sitoti,2010-04-07
shangombo dho,nalwashi,2010-04-12
shangombo dho,mulonga,2010-04-14
shangombo dho,mutomena,2010-04-14
shangombo dho,mbanda,2010-04-19
shangombo dho,shangombo,2010-04-19
